country,iso3,iso2,m49_code,in_wave1,in_wave2,year,population,population_grade,population_source,population_url,population_un_wpp2024,population_wb_vs_unwpp_pct,foreign_born,foreign_born_pct_pop,foreign_born_ref_date,foreign_born_source,foreign_born_url,foreign_born_note,foreign_nationals,foreign_nationals_pct_pop,foreign_nationals_ref_date,foreign_nationals_source,foreign_nationals_url,foreign_nationals_note,irregular_stock,irregular_stock_pct_pop,irregular_stock_ref_date,irregular_stock_source,irregular_stock_url,irregular_stock_note,irregular_stock_n_estimates,irregular_proxy_overstayers,irregular_proxy_overstayers_ref_date,irregular_proxy_overstayers_source,irregular_proxy_overstayers_url,irregular_proxy_overstayers_note,irregular_proxy_detections,irregular_proxy_detections_ref_date,irregular_proxy_detections_source,irregular_proxy_detections_url,irregular_proxy_detections_note,irregular_proxy_absconded_workers,irregular_proxy_overstayers_pct_pop,irregular_proxy_detections_per_1000_pop,population_verification,foreign_born_grade,foreign_born_verification,foreign_nationals_grade,foreign_nationals_verification,irregular_stock_grade,irregular_stock_verification,irregular_proxy_overstayers_grade,irregular_proxy_overstayers_verification,irregular_proxy_detections_grade,irregular_proxy_detections_verification,irregular_proxy_absconded_workers_source,irregular_proxy_absconded_workers_url,irregular_proxy_absconded_workers_note,irregular_proxy_absconded_workers_ref_date,irregular_proxy_absconded_workers_grade,population_derived,population_derivation,population_published_range,foreign_born_derived,foreign_born_derivation,foreign_born_published_range,foreign_nationals_derived,foreign_nationals_derivation,foreign_nationals_published_range,irregular_stock_derived,irregular_stock_derivation,irregular_stock_published_range,irregular_proxy_overstayers_derived,irregular_proxy_overstayers_derivation,irregular_proxy_overstayers_published_range,irregular_proxy_detections_derived,irregular_proxy_detections_derivation,irregular_proxy_detections_published_range,irregular_proxy_absconded_workers_derived,irregular_proxy_absconded_workers_derivation,irregular_proxy_absconded_workers_published_range,irregular_proxy_absconded_workers_verification
Australia,AUS,AU,36,1,1,2020,25649248,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,25743791,-0.3672458341508444,7672450.0,0.299129627504089,Mid-year / 30 June,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/AUS.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",Overseas-born estimated resident population; reference date 30 June. OECD IMD series sourced from ABS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,AU,36,1,1,2021,25685412,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,25956417,-1.044077077356247,7525860.0,0.2930013347654303,Mid-year / 30 June,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/AUS.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",Overseas-born estimated resident population; reference date 30 June. OECD IMD series sourced from ABS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,AU,36,1,1,2022,26018721,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,26200984,-0.6956341792354058,7681720.0,0.2952381863812598,Mid-year / 30 June,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/AUS.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",Overseas-born estimated resident population; reference date 30 June. OECD IMD series sourced from ABS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,AT,40,0,1,2010,8363404,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,8365092,-0.020179096655482,1274901.0,0.1524380503440943,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),879102.0,0.1051129420508682,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,15220.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,1.819833168408461,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,AT,40,0,1,2011,8391643,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,8393270,-0.0193845783586135,1294224.0,0.1542277239391618,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),908591.0,0.1082733142961396,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,20080.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,2.392856798126422,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,AT,40,0,1,2012,8429991,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,8431601,-0.01909483145609,1322656.0,0.1568988626441001,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),946610.0,0.1122907485903603,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,23135.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,2.744368291733644,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,AT,40,0,1,2013,8479823,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,8481406,-0.0186643582443759,1364003.0,0.1608527677995165,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),999095.0,0.1178202658239446,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,25960.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,3.061384653901384,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,AT,40,0,1,2014,8546356,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,8547817,-0.0170920832769349,1414215.0,0.1654757887455191,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),1060446.0,0.1240816553862254,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,33055.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,3.867730293472446,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,AT,40,0,1,2015,8642699,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,8644039,-0.0155020124272923,1483123.0,0.1716041481949099,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),1139736.0,0.1318726939350774,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,86220.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,9.976050305581625,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,AT,40,0,1,2016,8736668,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,8737915,-0.0142711390531951,1588209.0,0.1817865804217351,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),1260188.0,0.1442412599402884,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,49810.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,5.701258191337933,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,AT,40,0,1,2017,8797566,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,8798778,-0.0137746400693369,1649008.0,0.1874391166829552,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),1333239.0,0.1515463481603889,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),150000.0,0.0170501704676043,See note,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off — Appendix B, unauthorized immigrant population trends with waiting asylum seekers, by country",https://www.pewresearch.org/global/2019/11/13/eu-unauthorized-immigrants-appendix-b-unauthorized-immigrant-population-trends-with-waiting-asylum-seekers-by-country/,"Pew publishes a RANGE, not a point estimate. This cell is the midpoint of the published 100,000–200,000 range in Appendix B. Use the range, not the midpoint, for any claim about level.",1.0,,,,,,26660.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,3.030383631108877,,A,,A,,C,Published range read from the archived Appendix B table.,,,A,,,,,,,,,,,,,,,,yes,midpoint of the published range,"100,000–200,000 (Pew Appendix B, thousands)",,,,,,,,,,
